Tên công ty,Mã số thuế,Địa chỉ,Số điện thoại,Người đại diện,Điện thoại cố định,Link
CÔNG TY CỔ PHẦN THƯƠNG MẠI Q&V VIỆT NAM,,"Số 14, ngách 111, ngõ 50 Mễ Trì Thượng, phường Mễ Trì, quận Nam Từ Liêm, thành phố Hà Nội, Phường Mễ Trì, Quận Nam Từ Liêm, Thành phố Hà Nội",,Nguyễn Thị Đan,0963746556,https://dmec.moh.gov.vn/xem-ho-so?p_p_id=xemhoso_WAR_oepdvcportlet_INSTANCE_kQO8yaBj8PpU&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&p_p_col_id=column-1&p_p_col_count=1&_xemhoso_WAR_oepdvcportlet_INSTANCE_kQO8yaBj8PpU_redirectVanBanURL=%2Fvan-ban-cong-bo%3Fp_p_id%3Dvanbancongbo_WAR_trangthietbiyteportlet%26p_p_lifecycle%3D0%26p_p_state%3Dnormal%26p_p_mode%3Dview%26p_p_col_id%3Dcolumn-1%26p_p_col_count%3D1%26_vanbancongbo_WAR_trangthietbiyteportlet_keyword%3D%26_vanbancongbo_WAR_trangthietbiyteportlet_showHide%3D1%26_vanbancongbo_WAR_trangthietbiyteportlet_ngayGuiTu%3D%26_vanbancongbo_WAR_trangthietbiyteportlet_ngayGuiDen%3D%26_vanbancongbo_WAR_trangthietbiyteportlet_tenDoanhNghiep%3D%26_vanbancongbo_WAR_trangthietbiyteportlet_coQuanQuanLyId%3D13515%26_vanbancongbo_WAR_trangthietbiyteportlet_tthcId%3D0%26_vanbancongbo_WAR_trangthietbiyteportlet_delta%3D200%26_vanbancongbo_WAR_trangthietbiyteportlet_keywords%3D%26_vanbancongbo_WAR_trangthietbiyteportlet_advancedSearch%3Dfalse%26_vanbancongbo_WAR_trangthietbiyteportlet_andOperator%3Dtrue%26_vanbancongbo_WAR_trangthietbiyteportlet_resetCur%3Dfalse%26_vanbancongbo_WAR_trangthietbiyteportlet_cur%3D5&_xemhoso_WAR_oepdvcportlet_INSTANCE_kQO8yaBj8PpU_mvcPath=%2Fhtml%2Fdvc%2Fportlet%2Fxemhoso%2Fview.jsp&_xemhoso_WAR_oepdvcportlet_INSTANCE_kQO8yaBj8PpU_hoSoId=116908
CÔNG TY CỔ PHẦN THƯƠNG MẠI Q&V VIỆT NAM,,"Số 14, ngách 111, ngõ 50 Mễ Trì Thượng, phường Mễ Trì, quận Nam Từ Liêm, thành phố Hà Nội, Phường Mễ Trì, Quận Nam Từ Liêm, Thành phố Hà Nội",,Nguyễn Thị Đan,0963746556,https://dmec.moh.gov.vn/xem-ho-so?p_p_id=xemhoso_WAR_oepdvcportlet_INSTANCE_kQO8yaBj8PpU&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&p_p_col_id=column-1&p_p_col_count=1&_xemhoso_WAR_oepdvcportlet_INSTANCE_kQO8yaBj8PpU_redirectVanBanURL=%2Fvan-ban-cong-bo%3Fp_p_id%3Dvanbancongbo_WAR_trangthietbiyteportlet%26p_p_lifecycle%3D0%26p_p_state%3Dnormal%26p_p_mode%3Dview%26p_p_col_id%3Dcolumn-1%26p_p_col_count%3D1%26_vanbancongbo_WAR_trangthietbiyteportlet_keyword%3D%26_vanbancongbo_WAR_trangthietbiyteportlet_showHide%3D1%26_vanbancongbo_WAR_trangthietbiyteportlet_ngayGuiTu%3D%26_vanbancongbo_WAR_trangthietbiyteportlet_ngayGuiDen%3D%26_vanbancongbo_WAR_trangthietbiyteportlet_tenDoanhNghiep%3D%26_vanbancongbo_WAR_trangthietbiyteportlet_coQuanQuanLyId%3D13515%26_vanbancongbo_WAR_trangthietbiyteportlet_tthcId%3D0%26_vanbancongbo_WAR_trangthietbiyteportlet_delta%3D200%26_vanbancongbo_WAR_trangthietbiyteportlet_keywords%3D%26_vanbancongbo_WAR_trangthietbiyteportlet_advancedSearch%3Dfalse%26_vanbancongbo_WAR_trangthietbiyteportlet_andOperator%3Dtrue%26_vanbancongbo_WAR_trangthietbiyteportlet_resetCur%3Dfalse%26_vanbancongbo_WAR_trangthietbiyteportlet_cur%3D5&_xemhoso_WAR_oepdvcportlet_INSTANCE_kQO8yaBj8PpU_mvcPath=%2Fhtml%2Fdvc%2Fportlet%2Fxemhoso%2Fview.jsp&_xemhoso_WAR_oepdvcportlet_INSTANCE_kQO8yaBj8PpU_hoSoId=116915
CÔNG TY CỔ PHẦN THƯƠNG MẠI Q&V VIỆT NAM,,"Số 14, ngách 111, ngõ 50 Mễ Trì Thượng, phường Mễ Trì, quận Nam Từ Liêm, thành phố Hà Nội, Phường Mễ Trì, Quận Nam Từ Liêm, Thành phố Hà Nội",,Nguyễn Thị Đan,0963746556,https://dmec.moh.gov.vn/xem-ho-so?p_p_id=xemhoso_WAR_oepdvcportlet_INSTANCE_kQO8yaBj8PpU&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&p_p_col_id=column-1&p_p_col_count=1&_xemhoso_WAR_oepdvcportlet_INSTANCE_kQO8yaBj8PpU_redirectVanBanURL=%2Fvan-ban-cong-bo%3Fp_p_id%3Dvanbancongbo_WAR_trangthietbiyteportlet%26p_p_lifecycle%3D0%26p_p_state%3Dnormal%26p_p_mode%3Dview%26p_p_col_id%3Dcolumn-1%26p_p_col_count%3D1%26_vanbancongbo_WAR_trangthietbiyteportlet_keyword%3D%26_vanbancongbo_WAR_trangthietbiyteportlet_showHide%3D1%26_vanbancongbo_WAR_trangthietbiyteportlet_ngayGuiTu%3D%26_vanbancongbo_WAR_trangthietbiyteportlet_ngayGuiDen%3D%26_vanbancongbo_WAR_trangthietbiyteportlet_tenDoanhNghiep%3D%26_vanbancongbo_WAR_trangthietbiyteportlet_coQuanQuanLyId%3D13515%26_vanbancongbo_WAR_trangthietbiyteportlet_tthcId%3D0%26_vanbancongbo_WAR_trangthietbiyteportlet_delta%3D200%26_vanbancongbo_WAR_trangthietbiyteportlet_keywords%3D%26_vanbancongbo_WAR_trangthietbiyteportlet_advancedSearch%3Dfalse%26_vanbancongbo_WAR_trangthietbiyteportlet_andOperator%3Dtrue%26_vanbancongbo_WAR_trangthietbiyteportlet_resetCur%3Dfalse%26_vanbancongbo_WAR_trangthietbiyteportlet_cur%3D5&_xemhoso_WAR_oepdvcportlet_INSTANCE_kQO8yaBj8PpU_mvcPath=%2Fhtml%2Fdvc%2Fportlet%2Fxemhoso%2Fview.jsp&_xemhoso_WAR_oepdvcportlet_INSTANCE_kQO8yaBj8PpU_hoSoId=116918
CÔNG TY TNHH I-BIOMED VIỆT NAM,,"Số 61A, ngách 32, ngõ 76, phố An Dương, Phường Yên Phụ, Quận Tây Hồ, Thành phố Hà Nội",,Đỗ Thị Thu Hiền,0903461396,https://dmec.moh.gov.vn/xem-ho-so?p_p_id=xemhoso_WAR_oepdvcportlet_INSTANCE_kQO8yaBj8PpU&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&p_p_col_id=column-1&p_p_col_count=1&_xemhoso_WAR_oepdvcportlet_INSTANCE_kQO8yaBj8PpU_redirectVanBanURL=%2Fvan-ban-cong-bo%3Fp_p_id%3Dvanbancongbo_WAR_trangthietbiyteportlet%26p_p_lifecycle%3D0%26p_p_state%3Dnormal%26p_p_mode%3Dview%26p_p_col_id%3Dcolumn-1%26p_p_col_count%3D1%26_vanbancongbo_WAR_trangthietbiyteportlet_keyword%3D%26_vanbancongbo_WAR_trangthietbiyteportlet_showHide%3D1%26_vanbancongbo_WAR_trangthietbiyteportlet_ngayGuiTu%3D%26_vanbancongbo_WAR_trangthietbiyteportlet_ngayGuiDen%3D%26_vanbancongbo_WAR_trangthietbiyteportlet_tenDoanhNghiep%3D%26_vanbancongbo_WAR_trangthietbiyteportlet_coQuanQuanLyId%3D13515%26_vanbancongbo_WAR_trangthietbiyteportlet_tthcId%3D0%26_vanbancongbo_WAR_trangthietbiyteportlet_delta%3D200%26_vanbancongbo_WAR_trangthietbiyteportlet_keywords%3D%26_vanbancongbo_WAR_trangthietbiyteportlet_advancedSearch%3Dfalse%26_vanbancongbo_WAR_trangthietbiyteportlet_andOperator%3Dtrue%26_vanbancongbo_WAR_trangthietbiyteportlet_resetCur%3Dfalse%26_vanbancongbo_WAR_trangthietbiyteportlet_cur%3D5&_xemhoso_WAR_oepdvcportlet_INSTANCE_kQO8yaBj8PpU_mvcPath=%2Fhtml%2Fdvc%2Fportlet%2Fxemhoso%2Fview.jsp&_xemhoso_WAR_oepdvcportlet_INSTANCE_kQO8yaBj8PpU_hoSoId=117223
CÔNG TY TNHH I-BIOMED VIỆT NAM,,"Số 61A, ngách 32, ngõ 76, phố An Dương, Phường Yên Phụ, Quận Tây Hồ, Thành phố Hà Nội",,Đỗ Thị Thu Hiền,0903461396,https://dmec.moh.gov.vn/xem-ho-so?p_p_id=xemhoso_WAR_oepdvcportlet_INSTANCE_kQO8yaBj8PpU&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&p_p_col_id=column-1&p_p_col_count=1&_xemhoso_WAR_oepdvcportlet_INSTANCE_kQO8yaBj8PpU_redirectVanBanURL=%2Fvan-ban-cong-bo%3Fp_p_id%3Dvanbancongbo_WAR_trangthietbiyteportlet%26p_p_lifecycle%3D0%26p_p_state%3Dnormal%26p_p_mode%3Dview%26p_p_col_id%3Dcolumn-1%26p_p_col_count%3D1%26_vanbancongbo_WAR_trangthietbiyteportlet_keyword%3D%26_vanbancongbo_WAR_trangthietbiyteportlet_showHide%3D1%26_vanbancongbo_WAR_trangthietbiyteportlet_ngayGuiTu%3D%26_vanbancongbo_WAR_trangthietbiyteportlet_ngayGuiDen%3D%26_vanbancongbo_WAR_trangthietbiyteportlet_tenDoanhNghiep%3D%26_vanbancongbo_WAR_trangthietbiyteportlet_coQuanQuanLyId%3D13515%26_vanbancongbo_WAR_trangthietbiyteportlet_tthcId%3D0%26_vanbancongbo_WAR_trangthietbiyteportlet_delta%3D200%26_vanbancongbo_WAR_trangthietbiyteportlet_keywords%3D%26_vanbancongbo_WAR_trangthietbiyteportlet_advancedSearch%3Dfalse%26_vanbancongbo_WAR_trangthietbiyteportlet_andOperator%3Dtrue%26_vanbancongbo_WAR_trangthietbiyteportlet_resetCur%3Dfalse%26_vanbancongbo_WAR_trangthietbiyteportlet_cur%3D5&_xemhoso_WAR_oepdvcportlet_INSTANCE_kQO8yaBj8PpU_mvcPath=%2Fhtml%2Fdvc%2Fportlet%2Fxemhoso%2Fview.jsp&_xemhoso_WAR_oepdvcportlet_INSTANCE_kQO8yaBj8PpU_hoSoId=117224
CÔNG TY TNHH I-BIOMED VIỆT NAM,,"Số 61A, ngách 32, ngõ 76, phố An Dương, Phường Yên Phụ, Quận Tây Hồ, Thành phố Hà Nội",,Đỗ Thị Thu Hiền,0903461396,https://dmec.moh.gov.vn/xem-ho-so?p_p_id=xemhoso_WAR_oepdvcportlet_INSTANCE_kQO8yaBj8PpU&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&p_p_col_id=column-1&p_p_col_count=1&_xemhoso_WAR_oepdvcportlet_INSTANCE_kQO8yaBj8PpU_redirectVanBanURL=%2Fvan-ban-cong-bo%3Fp_p_id%3Dvanbancongbo_WAR_trangthietbiyteportlet%26p_p_lifecycle%3D0%26p_p_state%3Dnormal%26p_p_mode%3Dview%26p_p_col_id%3Dcolumn-1%26p_p_col_count%3D1%26_vanbancongbo_WAR_trangthietbiyteportlet_keyword%3D%26_vanbancongbo_WAR_trangthietbiyteportlet_showHide%3D1%26_vanbancongbo_WAR_trangthietbiyteportlet_ngayGuiTu%3D%26_vanbancongbo_WAR_trangthietbiyteportlet_ngayGuiDen%3D%26_vanbancongbo_WAR_trangthietbiyteportlet_tenDoanhNghiep%3D%26_vanbancongbo_WAR_trangthietbiyteportlet_coQuanQuanLyId%3D13515%26_vanbancongbo_WAR_trangthietbiyteportlet_tthcId%3D0%26_vanbancongbo_WAR_trangthietbiyteportlet_delta%3D200%26_vanbancongbo_WAR_trangthietbiyteportlet_keywords%3D%26_vanbancongbo_WAR_trangthietbiyteportlet_advancedSearch%3Dfalse%26_vanbancongbo_WAR_trangthietbiyteportlet_andOperator%3Dtrue%26_vanbancongbo_WAR_trangthietbiyteportlet_resetCur%3Dfalse%26_vanbancongbo_WAR_trangthietbiyteportlet_cur%3D5&_xemhoso_WAR_oepdvcportlet_INSTANCE_kQO8yaBj8PpU_mvcPath=%2Fhtml%2Fdvc%2Fportlet%2Fxemhoso%2Fview.jsp&_xemhoso_WAR_oepdvcportlet_INSTANCE_kQO8yaBj8PpU_hoSoId=117225
CÔNG TY TNHH I-BIOMED VIỆT NAM,,"Số 61A, ngách 32, ngõ 76, phố An Dương, Phường Yên Phụ, Quận Tây Hồ, Thành phố Hà Nội",,Đỗ Thị Thu Hiền,0903461396,https://dmec.moh.gov.vn/xem-ho-so?p_p_id=xemhoso_WAR_oepdvcportlet_INSTANCE_kQO8yaBj8PpU&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&p_p_col_id=column-1&p_p_col_count=1&_xemhoso_WAR_oepdvcportlet_INSTANCE_kQO8yaBj8PpU_redirectVanBanURL=%2Fvan-ban-cong-bo%3Fp_p_id%3Dvanbancongbo_WAR_trangthietbiyteportlet%26p_p_lifecycle%3D0%26p_p_state%3Dnormal%26p_p_mode%3Dview%26p_p_col_id%3Dcolumn-1%26p_p_col_count%3D1%26_vanbancongbo_WAR_trangthietbiyteportlet_keyword%3D%26_vanbancongbo_WAR_trangthietbiyteportlet_showHide%3D1%26_vanbancongbo_WAR_trangthietbiyteportlet_ngayGuiTu%3D%26_vanbancongbo_WAR_trangthietbiyteportlet_ngayGuiDen%3D%26_vanbancongbo_WAR_trangthietbiyteportlet_tenDoanhNghiep%3D%26_vanbancongbo_WAR_trangthietbiyteportlet_coQuanQuanLyId%3D13515%26_vanbancongbo_WAR_trangthietbiyteportlet_tthcId%3D0%26_vanbancongbo_WAR_trangthietbiyteportlet_delta%3D200%26_vanbancongbo_WAR_trangthietbiyteportlet_keywords%3D%26_vanbancongbo_WAR_trangthietbiyteportlet_advancedSearch%3Dfalse%26_vanbancongbo_WAR_trangthietbiyteportlet_andOperator%3Dtrue%26_vanbancongbo_WAR_trangthietbiyteportlet_resetCur%3Dfalse%26_vanbancongbo_WAR_trangthietbiyteportlet_cur%3D5&_xemhoso_WAR_oepdvcportlet_INSTANCE_kQO8yaBj8PpU_mvcPath=%2Fhtml%2Fdvc%2Fportlet%2Fxemhoso%2Fview.jsp&_xemhoso_WAR_oepdvcportlet_INSTANCE_kQO8yaBj8PpU_hoSoId=117226
CÔNG TY TNHH I-BIOMED VIỆT NAM,,"Số 61A, ngách 32, ngõ 76, phố An Dương, Phường Yên Phụ, Quận Tây Hồ, Thành phố Hà Nội",,Đỗ Thị Thu Hiền,0903461396,https://dmec.moh.gov.vn/xem-ho-so?p_p_id=xemhoso_WAR_oepdvcportlet_INSTANCE_kQO8yaBj8PpU&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&p_p_col_id=column-1&p_p_col_count=1&_xemhoso_WAR_oepdvcportlet_INSTANCE_kQO8yaBj8PpU_redirectVanBanURL=%2Fvan-ban-cong-bo%3Fp_p_id%3Dvanbancongbo_WAR_trangthietbiyteportlet%26p_p_lifecycle%3D0%26p_p_state%3Dnormal%26p_p_mode%3Dview%26p_p_col_id%3Dcolumn-1%26p_p_col_count%3D1%26_vanbancongbo_WAR_trangthietbiyteportlet_keyword%3D%26_vanbancongbo_WAR_trangthietbiyteportlet_showHide%3D1%26_vanbancongbo_WAR_trangthietbiyteportlet_ngayGuiTu%3D%26_vanbancongbo_WAR_trangthietbiyteportlet_ngayGuiDen%3D%26_vanbancongbo_WAR_trangthietbiyteportlet_tenDoanhNghiep%3D%26_vanbancongbo_WAR_trangthietbiyteportlet_coQuanQuanLyId%3D13515%26_vanbancongbo_WAR_trangthietbiyteportlet_tthcId%3D0%26_vanbancongbo_WAR_trangthietbiyteportlet_delta%3D200%26_vanbancongbo_WAR_trangthietbiyteportlet_keywords%3D%26_vanbancongbo_WAR_trangthietbiyteportlet_advancedSearch%3Dfalse%26_vanbancongbo_WAR_trangthietbiyteportlet_andOperator%3Dtrue%26_vanbancongbo_WAR_trangthietbiyteportlet_resetCur%3Dfalse%26_vanbancongbo_WAR_trangthietbiyteportlet_cur%3D5&_xemhoso_WAR_oepdvcportlet_INSTANCE_kQO8yaBj8PpU_mvcPath=%2Fhtml%2Fdvc%2Fportlet%2Fxemhoso%2Fview.jsp&_xemhoso_WAR_oepdvcportlet_INSTANCE_kQO8yaBj8PpU_hoSoId=117227
CÔNG TY TNHH I-BIOMED VIỆT NAM,,"Số 61A, ngách 32, ngõ 76, phố An Dương, Phường Yên Phụ, Quận Tây Hồ, Thành phố Hà Nội",,Đỗ Thị Thu Hiền,0903461396,https://dmec.moh.gov.vn/xem-ho-so?p_p_id=xemhoso_WAR_oepdvcportlet_INSTANCE_kQO8yaBj8PpU&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&p_p_col_id=column-1&p_p_col_count=1&_xemhoso_WAR_oepdvcportlet_INSTANCE_kQO8yaBj8PpU_redirectVanBanURL=%2Fvan-ban-cong-bo%3Fp_p_id%3Dvanbancongbo_WAR_trangthietbiyteportlet%26p_p_lifecycle%3D0%26p_p_state%3Dnormal%26p_p_mode%3Dview%26p_p_col_id%3Dcolumn-1%26p_p_col_count%3D1%26_vanbancongbo_WAR_trangthietbiyteportlet_keyword%3D%26_vanbancongbo_WAR_trangthietbiyteportlet_showHide%3D1%26_vanbancongbo_WAR_trangthietbiyteportlet_ngayGuiTu%3D%26_vanbancongbo_WAR_trangthietbiyteportlet_ngayGuiDen%3D%26_vanbancongbo_WAR_trangthietbiyteportlet_tenDoanhNghiep%3D%26_vanbancongbo_WAR_trangthietbiyteportlet_coQuanQuanLyId%3D13515%26_vanbancongbo_WAR_trangthietbiyteportlet_tthcId%3D0%26_vanbancongbo_WAR_trangthietbiyteportlet_delta%3D200%26_vanbancongbo_WAR_trangthietbiyteportlet_keywords%3D%26_vanbancongbo_WAR_trangthietbiyteportlet_advancedSearch%3Dfalse%26_vanbancongbo_WAR_trangthietbiyteportlet_andOperator%3Dtrue%26_vanbancongbo_WAR_trangthietbiyteportlet_resetCur%3Dfalse%26_vanbancongbo_WAR_trangthietbiyteportlet_cur%3D5&_xemhoso_WAR_oepdvcportlet_INSTANCE_kQO8yaBj8PpU_mvcPath=%2Fhtml%2Fdvc%2Fportlet%2Fxemhoso%2Fview.jsp&_xemhoso_WAR_oepdvcportlet_INSTANCE_kQO8yaBj8PpU_hoSoId=117228
CÔNG TY TNHH I-BIOMED VIỆT NAM,,"Số 61A, ngách 32, ngõ 76, phố An Dương, Phường Yên Phụ, Quận Tây Hồ, Thành phố Hà Nội",,Đỗ Thị Thu Hiền,0903461396,https://dmec.moh.gov.vn/xem-ho-so?p_p_id=xemhoso_WAR_oepdvcportlet_INSTANCE_kQO8yaBj8PpU&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&p_p_col_id=column-1&p_p_col_count=1&_xemhoso_WAR_oepdvcportlet_INSTANCE_kQO8yaBj8PpU_redirectVanBanURL=%2Fvan-ban-cong-bo%3Fp_p_id%3Dvanbancongbo_WAR_trangthietbiyteportlet%26p_p_lifecycle%3D0%26p_p_state%3Dnormal%26p_p_mode%3Dview%26p_p_col_id%3Dcolumn-1%26p_p_col_count%3D1%26_vanbancongbo_WAR_trangthietbiyteportlet_keyword%3D%26_vanbancongbo_WAR_trangthietbiyteportlet_showHide%3D1%26_vanbancongbo_WAR_trangthietbiyteportlet_ngayGuiTu%3D%26_vanbancongbo_WAR_trangthietbiyteportlet_ngayGuiDen%3D%26_vanbancongbo_WAR_trangthietbiyteportlet_tenDoanhNghiep%3D%26_vanbancongbo_WAR_trangthietbiyteportlet_coQuanQuanLyId%3D13515%26_vanbancongbo_WAR_trangthietbiyteportlet_tthcId%3D0%26_vanbancongbo_WAR_trangthietbiyteportlet_delta%3D200%26_vanbancongbo_WAR_trangthietbiyteportlet_keywords%3D%26_vanbancongbo_WAR_trangthietbiyteportlet_advancedSearch%3Dfalse%26_vanbancongbo_WAR_trangthietbiyteportlet_andOperator%3Dtrue%26_vanbancongbo_WAR_trangthietbiyteportlet_resetCur%3Dfalse%26_vanbancongbo_WAR_trangthietbiyteportlet_cur%3D5&_xemhoso_WAR_oepdvcportlet_INSTANCE_kQO8yaBj8PpU_mvcPath=%2Fhtml%2Fdvc%2Fportlet%2Fxemhoso%2Fview.jsp&_xemhoso_WAR_oepdvcportlet_INSTANCE_kQO8yaBj8PpU_hoSoId=117230
CÔNG TY CỔ PHẦN THƯƠNG MẠI CỔNG VÀNG,,"Tầng 9, Tòa nhà Center Building, Số 1 Nguyễn Huy Tưởng, Phường Thanh Xuân Trung, Quận Thanh Xuân, Thành phố Hà Nội",,Nguyễn Bá Thọ,024 6262 0044,https://dmec.moh.gov.vn/xem-ho-so?p_p_id=xemhoso_WAR_oepdvcportlet_INSTANCE_kQO8yaBj8PpU&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&p_p_col_id=column-1&p_p_col_count=1&_xemhoso_WAR_oepdvcportlet_INSTANCE_kQO8yaBj8PpU_redirectVanBanURL=%2Fvan-ban-cong-bo%3Fp_p_id%3Dvanbancongbo_WAR_trangthietbiyteportlet%26p_p_lifecycle%3D0%26p_p_state%3Dnormal%26p_p_mode%3Dview%26p_p_col_id%3Dcolumn-1%26p_p_col_count%3D1%26_vanbancongbo_WAR_trangthietbiyteportlet_keyword%3D%26_vanbancongbo_WAR_trangthietbiyteportlet_showHide%3D1%26_vanbancongbo_WAR_trangthietbiyteportlet_ngayGuiTu%3D%26_vanbancongbo_WAR_trangthietbiyteportlet_ngayGuiDen%3D%26_vanbancongbo_WAR_trangthietbiyteportlet_tenDoanhNghiep%3D%26_vanbancongbo_WAR_trangthietbiyteportlet_coQuanQuanLyId%3D13515%26_vanbancongbo_WAR_trangthietbiyteportlet_tthcId%3D0%26_vanbancongbo_WAR_trangthietbiyteportlet_delta%3D200%26_vanbancongbo_WAR_trangthietbiyteportlet_keywords%3D%26_vanbancongbo_WAR_trangthietbiyteportlet_advancedSearch%3Dfalse%26_vanbancongbo_WAR_trangthietbiyteportlet_andOperator%3Dtrue%26_vanbancongbo_WAR_trangthietbiyteportlet_resetCur%3Dfalse%26_vanbancongbo_WAR_trangthietbiyteportlet_cur%3D5&_xemhoso_WAR_oepdvcportlet_INSTANCE_kQO8yaBj8PpU_mvcPath=%2Fhtml%2Fdvc%2Fportlet%2Fxemhoso%2Fview.jsp&_xemhoso_WAR_oepdvcportlet_INSTANCE_kQO8yaBj8PpU_hoSoId=115480
CÔNG TY TNHH BMACARE,0108476161,"Số nhà 136, Tổ dân phố số 6, Phường Đồng Mai, Quận Hà Đông, TP Hà Nội, Phường Đồng Mai, Quận Hà Đông, Thành phố Hà Nội",0376082686,Dương Thị Phương Thảo,0982931617,https://dmec.moh.gov.vn/xem-ho-so?p_p_id=xemhoso_WAR_oepdvcportlet_INSTANCE_kQO8yaBj8PpU&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&p_p_col_id=column-1&p_p_col_count=1&_xemhoso_WAR_oepdvcportlet_INSTANCE_kQO8yaBj8PpU_redirectVanBanURL=%2Fvan-ban-cong-bo%3Fp_p_id%3Dvanbancongbo_WAR_trangthietbiyteportlet%26p_p_lifecycle%3D0%26p_p_state%3Dnormal%26p_p_mode%3Dview%26p_p_col_id%3Dcolumn-1%26p_p_col_count%3D1%26_vanbancongbo_WAR_trangthietbiyteportlet_keyword%3D%26_vanbancongbo_WAR_trangthietbiyteportlet_showHide%3D1%26_vanbancongbo_WAR_trangthietbiyteportlet_ngayGuiTu%3D%26_vanbancongbo_WAR_trangthietbiyteportlet_ngayGuiDen%3D%26_vanbancongbo_WAR_trangthietbiyteportlet_tenDoanhNghiep%3D%26_vanbancongbo_WAR_trangthietbiyteportlet_coQuanQuanLyId%3D13515%26_vanbancongbo_WAR_trangthietbiyteportlet_tthcId%3D0%26_vanbancongbo_WAR_trangthietbiyteportlet_delta%3D200%26_vanbancongbo_WAR_trangthietbiyteportlet_keywords%3D%26_vanbancongbo_WAR_trangthietbiyteportlet_advancedSearch%3Dfalse%26_vanbancongbo_WAR_trangthietbiyteportlet_andOperator%3Dtrue%26_vanbancongbo_WAR_trangthietbiyteportlet_resetCur%3Dfalse%26_vanbancongbo_WAR_trangthietbiyteportlet_cur%3D5&_xemhoso_WAR_oepdvcportlet_INSTANCE_kQO8yaBj8PpU_mvcPath=%2Fhtml%2Fdvc%2Fportlet%2Fxemhoso%2Fview.jsp&_xemhoso_WAR_oepdvcportlet_INSTANCE_kQO8yaBj8PpU_hoSoId=115534
CÔNG TY TNHH THƯƠNG MẠI TRÍ KHANG,,"20/12 NGÕ 36 PHƯƠNG LIỆT, Phường Phương Liệt, Quận Thanh Xuân, Thành phố Hà Nội",,CHU THANH NGA,0969138181,https://dmec.moh.gov.vn/xem-ho-so?p_p_id=xemhoso_WAR_oepdvcportlet_INSTANCE_kQO8yaBj8PpU&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&p_p_col_id=column-1&p_p_col_count=1&_xemhoso_WAR_oepdvcportlet_INSTANCE_kQO8yaBj8PpU_redirectVanBanURL=%2Fvan-ban-cong-bo%3Fp_p_id%3Dvanbancongbo_WAR_trangthietbiyteportlet%26p_p_lifecycle%3D0%26p_p_state%3Dnormal%26p_p_mode%3Dview%26p_p_col_id%3Dcolumn-1%26p_p_col_count%3D1%26_vanbancongbo_WAR_trangthietbiyteportlet_keyword%3D%26_vanbancongbo_WAR_trangthietbiyteportlet_showHide%3D1%26_vanbancongbo_WAR_trangthietbiyteportlet_ngayGuiTu%3D%26_vanbancongbo_WAR_trangthietbiyteportlet_ngayGuiDen%3D%26_vanbancongbo_WAR_trangthietbiyteportlet_tenDoanhNghiep%3D%26_vanbancongbo_WAR_trangthietbiyteportlet_coQuanQuanLyId%3D13515%26_vanbancongbo_WAR_trangthietbiyteportlet_tthcId%3D0%26_vanbancongbo_WAR_trangthietbiyteportlet_delta%3D200%26_vanbancongbo_WAR_trangthietbiyteportlet_keywords%3D%26_vanbancongbo_WAR_trangthietbiyteportlet_advancedSearch%3Dfalse%26_vanbancongbo_WAR_trangthietbiyteportlet_andOperator%3Dtrue%26_vanbancongbo_WAR_trangthietbiyteportlet_resetCur%3Dfalse%26_vanbancongbo_WAR_trangthietbiyteportlet_cur%3D5&_xemhoso_WAR_oepdvcportlet_INSTANCE_kQO8yaBj8PpU_mvcPath=%2Fhtml%2Fdvc%2Fportlet%2Fxemhoso%2Fview.jsp&_xemhoso_WAR_oepdvcportlet_INSTANCE_kQO8yaBj8PpU_hoSoId=116310
